作物,年份,1月價格,2月價格,3月價格,4月價格,5月價格,6月價格,7月價格,8月價格,9月價格,10月價格,11月價格,12月價格,
大芥菜(鮮食)(元/公斤),2012年,17.19,17.53,18.11,22.56,24,25.67,28.50,29.33,28.17,25.67,22.83,27.11,
馬鈴薯(食用)(元/公斤),2012年,45.17,46.35,41.55,29.96,24.46,35.49,73.18,130.96,111.31,67.30,44.13,36.31,
青蔥(元/公斤),2012年,16.50,11.23,8.78,11.99,15.33,17.33,21.40,23,-,-,28.50,16.33,
洋蔥(內銷)(元/公斤),2012年,54.84,36.57,30.30,24.48,29.33,-,-,-,-,-,-,69.17,
青蒜(元/公斤),2012年,-,42.50,44.73,60.24,67.52,58.82,60.21,61.95,63.66,62.58,58.53,58.87,
蒜頭(蒜球)(元/公斤),2012年,34.34,32.56,35.11,24.28,22.33,27.39,31.50,41.89,42.89,45.39,28.44,28.33,
韭菜(元/公斤),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
韭黃(元/公斤),2012年,54.17,31.78,33.40,18.13,32.71,27.07,19,39.80,23.33,17.67,21.11,61.78,
蕹菜(空心菜)(元/公斤),2012年,44.50,37.75,34,25.78,41.92,-,-,-,-,-,-,-,
芹菜(土芹菜)(元/公斤),2012年,22.63,16.47,12.16,7.22,13.78,15.42,19.93,30.38,24.86,12.94,4.99,9.16,
甘藍(元/公斤),2012年,53.70,23.27,21.52,14.65,29.16,-,-,-,-,-,-,-,
甘藍芽(元/公斤),2012年,30.88,15.92,16.83,13.42,28,28.42,23.81,36.25,28,14.33,20,35.75,
小白菜(元/公斤),2012年,23.17,17.33,17.72,14,26.33,22.17,20.17,34.83,22.67,12,18.67,36.16,
青江白菜(元/公斤),2012年,17.04,7.93,8.64,6.43,12.67,15.77,13.61,20.71,15.67,9.36,5.55,15.14,
結球白菜(元/ 公斤),2012年,30.88,15,19.58,18.67,-,41.02,44.67,47.78,39.98,47.82,26.12,42.15,
菠菜(元/公斤),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
芥藍(元/公斤),2012年,46.50,-,51,49.33,42,30.67,23,37,27.33,16.67,24.67,70,
莧菜(元/公斤),2012年,24.75,18,22.33,17.17,23.67,-,-,-,-,-,-,-,
本島萵苣(元/公斤),2012年,22,15.78,14.22,13.67,25.83,-,-,-,-,-,-,-,
萵苣(油麥菜)(元/公斤),2012年,26.67,22.05,29,18.67,-,-,-,-,-,31.50,34.67,42.22,
茼萵(元/公斤),2012年,28.75,13.36,17.14,17.66,22.41,25.48,29.78,41.28,38.33,29.36,15.33,34,
花椰菜(白)(元/公斤),2012年,34.26,17.94,19.49,22.13,18.45,-,-,-,-,-,-,-,
青花苔(元/公斤),2012年,577.50,573.89,580,579.44,513.34,508.89,511.67,511.11,516.67,605.83,604.17,594.17,
金針菜  (乾)(元/公斤),2012年,28.17,19.56,16.77,12.33,11.67,15.29,16.88,26.75,24.68,13.42,9.20,24.15,
胡瓜(黑刺)(元/公斤),2012年,36.69,31.03,29,18.73,21.93,30.62,25.49,32.67,25.70,27.99,25.40,35.67,
花胡瓜(元/公斤),2012年,13.50,12.33,18.68,17.57,10.95,-,-,15,15.85,9.40,7.68,9.33,
冬瓜(元/公斤),2012年,52.07,62.33,54.67,27,28.96,34.92,34.20,53.70,39.93,35.04,30.02,38.04,
苦瓜(元/公斤),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
絲瓜(菱角)(元/公斤),2012年,26.65,16.21,22.26,17.91,17.98,28.46,23.34,34.22,20.25,14.88,15.02,30.51,
絲瓜(元/公斤),2012年,17.22,13.67,16.58,9.52,12.13,-,-,-,-,4.50,-,-,
扁蒲(元/公斤),2012年,30.30,20,25.40,27.48,30.02,35.44,45.95,58.83,46.61,36.86,23.17,25.27,
茄子(元/公斤),2012年,42.14,36.33,30.01,27.11,31.89,46.12,65.20,73.12,50.83,50.36,33.85,16.70,
番茄(黑柿)(元/公斤),2012年,85.59,62.41,56.11,47.50,45,63.33,70,76.67,-,80,66.67,41.11,
小蕃茄(聖女)(元/公斤),2012年,38.07,20.53,23.94,22.55,20.70,38.31,64.11,38.61,42.89,34.40,15.85,21.54,
甜椒(青椒)(元/公斤),2012年,-,-,23,20.43,14.96,9.88,20.17,18,-,-,10.33,14,
西瓜(大粒)(元/公斤),2012年,-,-,20.50,16.20,12.06,12.79,26.67,18.49,18.72,13.33,13,13,
西瓜(小粒)(元/公斤),2012年,-,-,-,-,20,-,-,-,-,-,-,-,
西瓜(無子)(元/公斤),2012年,35.25,30.50,40.22,37,31.96,35.63,34.84,32,43,37.02,25.50,34,
洋香瓜(元/ 公斤),2012年,-,-,59,50.67,48.44,46.72,43.77,44.23,48.07,45.33,31.67,-,
香瓜(美濃瓜)(元/公斤),2012年,57.90,53.33,48.33,52.17,51.67,67.95,77.80,91.39,57.50,59.80,46.98,54.49,
敏豆(四季豆)(元/公斤),2012年,48,42.11,38.56,27.33,25,31.89,38.56,51.58,35.17,33.42,32.80,39.33,
豇豆(元/公斤),2012年,131.92,56.83,55.48,66.67,-,-,-,-,-,-,76,101.57,
豌豆(元/公斤),2012年,88.25,46.67,44.17,51.33,-,-,-,-,-,-,-,-,
甜豌豆(元/公斤),2012年,27.35,14.70,14.70,14.70,13.43,-,-,-,-,-,-,-,
毛豆(帶莢)(元/公斤),2012年,62.50,56.08,55.56,50.67,35.17,83.47,90.15,80.67,74.33,54.92,46.94,32.50,
辣椒(元/公斤),2012年,17.78,19.26,17.71,13.31,12.47,13.25,15.69,19.39,16.29,18.33,14.74,15.42,
甜玉米(鮮食)(元/公斤),2012年,80.25,75.33,-,-,-,-,-,56.67,60,60,83.40,82.70,
蓮藕(元/公斤),2012年,116.67,145,99.44,76.11,-,-,-,-,-,-,-,152.50,
草莓(元/公斤),2012年,72.84,77.67,81.44,87,101.33,110.83,105,106.67,108.89,102.22,99.44,94.17,
洋菇(元/公斤),2012年,1031.63,940.83,929.17,934.17,950.83,957.50,980,1005,1005.83,1017.50,1031.67,1048.33,
香菇(太空包)乾(元/公斤),2012年,68.34,69.56,70.67,70.78,70.78,69.22,70,70.56,69.55,70.78,70.33,72.56,
香菇(太空包)鮮(元/公斤),2012年,41,40.50,38.83,33.67,29.67,36.67,37.33,44,49,47.33,46.50,39.50,
木耳(黑色溼)(元/公斤),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
鮑魚菇(元/公斤),2012年,-,-,-,-,-,75,77.22,79.33,86.45,85.11,83,86.45,
杏鮑菇(元/公斤),2012年,20,16.67,17.33,20.67,-,-,-,-,40,23.44,20,18.72,
葡萄柚(元/公斤),2012年,-,-,70.67,78.95,79,41.22,41,-,-,-,-,-,
芒果(在來)(元/公斤),2012年,-,-,-,109.04,90.90,57.02,62.43,79.70,-,-,-,-,
芒果(愛文)(元/公斤),2012年,-,-,-,-,35,39.17,41.70,41.29,-,-,-,-,
芒果(金煌)(元/公斤),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
番石榴(泰國)(元/公斤),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
番石榴(世紀)(元/公斤),2012年,25,14.89,19.94,20.17,31.61,26.45,13.83,20.24,48.29,34.20,30.93,14.92,
番石榴(珍珠)(元/公斤),2012年,55.38,49.56,49.37,53,53.71,44.67,-,-,-,-,73.81,68.84,
蓮霧(元/公斤),2012年,-,71.67,112.86,103.78,-,-,-,-,-,-,-,-,
枇杷(元/公斤),2012年,-,-,-,-,-,47.04,42.50,-,-,-,-,-,
荔枝(黑葉)(元/公斤),2012年,-,-,-,-,127.20,77.75,-,-,-,-,-,-,
荔枝(玉荷)(元/公斤),2012年,-,-,-,-,-,-,86.34,51.82,52.78,-,-,-,
龍眼(大粒)(元/公斤),2012年,51.90,32.22,54.48,-,-,-,-,-,-,-,-,60.32,
棗子(元/公斤),2012年,54.50,62,64,-,-,-,79.83,68.72,71.39,65.33,60.67,63.67,
番荔枝(元/公斤),2012年,21.83,17.97,19.17,27.33,-,-,-,31,30.44,29.36,28.28,25.25,
楊桃(馬來種)(元/公斤),2012年,-,-,-,-,-,51.50,57.11,54.67,72.44,84.33,77.67,95,
酪梨(元/公斤),2012年,5.25,5.29,5.39,5.61,5.94,5.94,6.28,6.50,7,6.83,6.08,5.67,
椰子(元/公斤),2012年,0.79,1.18,1.13,1.74,3.57,3.32,2.33,1.47,0.92,0.61,0.37,0.40,
檳榔(元/ 粒),2012年,17.03,21.03,21.02,17.69,15.67,19.94,42.46,46.54,47.25,33.72,37.03,52.86,
木瓜(元/公斤),2012年,-,-,-,-,-,55,43.33,58.83,56.50,35.67,40.50,42.33,
百香果(元/公斤),2012年,12.89,12.67,19.64,13.24,11.75,12.49,15.89,32.42,38.82,29.06,30.89,33.40,
香蕉(內銷)(元/公斤),2012年,-,-,-,-,16,16.78,16.19,16.53,29.42,18.33,16.09,-,
鳳梨(開英)(元/公斤),2012年,17,14.83,15.25,16.84,22.60,22.48,22.42,26.01,33.17,22.67,21.67,20.67,
鳳梨(17號)(元/公斤),2012年,-,-,-,-,-,61.25,49.89,57.06,60.78,51.75,59.17,-,
紅龍果(元/公斤),2012年,20,14.67,-,-,-,-,-,-,-,30.52,26.71,29.83,
椪柑(元/公斤),2012年,35.09,21.13,25.42,38,-,-,-,-,-,-,-,-,
桶柑(元/公斤),2012年,-,-,-,-,-,-,-,24,38.10,-,-,-,
文旦(元/公斤),2012年,11.53,11.68,15.43,21.55,-,-,-,-,-,14.42,14.40,14.08,
柳橙(元/公斤),2012年,38.33,29.70,35.22,52.19,82.43,51.56,21.14,20.79,28.10,51.62,72.91,48.72,
檸檬(元/公斤),2012年,13.73,11.33,-,-,-,-,-,-,-,-,-,30.50,
海梨柑(元/公斤),2012年,39.88,33.72,34,34.83,-,-,-,-,-,-,-,43,
茂谷柑(元/公斤),2012年,32.50,30.33,32.10,-,-,-,-,-,-,-,33,29,
金柑(元/公斤),2012年,-,-,-,-,29,-,-,-,-,-,-,-,
李(玉李)(元/公斤),2012年,-,-,-,-,30,48.33,-,-,-,-,-,-,
李(紅肉)(元/公斤),2012年,-,-,-,-,48,52,38,-,-,-,-,-,
鶯歌桃(元/公斤),2012年,-,-,-,48.33,60.33,-,-,-,-,-,-,-,
甜桃(元/公斤),2012年,-,-,-,-,-,-,67.33,85,-,-,-,-,
水蜜桃(元/公斤),2012年,-,-,-,-,-,-,-,-,-,32.50,27.67,-,
牛心柿(元/公斤),2012年,-,-,-,-,-,-,-,-,-,78.55,76.67,-,
甜柿(元/公斤),2012年,-,-,-,-,-,-,-,22.87,23.30,21.45,30,-,
紅柿(軟柿)(元/公斤),2012年,-,-,-,40.77,18,-,-,-,-,-,-,-,
青梅(手採)(元/公斤),2012年,-,-,-,10.20,8.13,-,-,-,-,-,-,-,
青梅(竿採)(元/公斤),2012年,-,-,-,-,-,-,35,35,-,-,-,-,
橫山梨(元/公斤),2012年,-,-,-,-,-,-,-,52.50,58.15,63,-,-,
新世紀梨(元/公斤),2012年,-,-,-,-,-,57.56,71.75,166,-,-,-,-,
豐水梨(元/公斤),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
幸水梨(元/公斤),2012年,-,-,-,-,-,45,40.36,42.04,48.33,58.33,-,-,
新興梨(元/公斤),2012年,40.50,25,34,42.50,104.50,68.06,52.69,65.77,79.49,76.77,72.44,70.52,
巨峰葡萄(元/公斤),2012年,35.33,33.95,33.40,35.79,36.64,45.71,51.90,49.61,47.55,46.02,53.30,56.79,
落花生(帶殼)(元/公斤),2012年,46.26,45.27,-,-,-,-,-,-,-,-,-,52.92,
紅豆(中等)(元/公斤),2012年,80.75,80.17,80.67,80.83,84.17,89.58,79.33,79,78.83,79,79.50,-,
綠豆(省產)(元/公斤),2012年,10.25,7.96,7.35,9.26,12.29,14.64,16.09,18.62,19.12,20.34,23.11,25.79,
甘藷(元/公斤),2012年,-,-,193.89,258.71,224.72,124.17,127.67,141.33,158.53,195.36,250.03,163.33,
烏龍茶菁(手)(元/公斤),2012年,-,-,-,76.50,88.89,60,58.33,55,55,55.83,72.22,-,
烏龍茶菁(機)(元/公斤),2012年,-,-,132.78,156.20,134.22,78.11,74,77.67,104.97,111.12,140.07,138,
金萱茶菁(手)(元/公斤),2012年,-,-,26.70,45.34,43.51,41,39.33,36.56,37.67,38.45,48.98,-,
金萱茶菁(機)(元/公斤),2012年,-,-,-,-,-,366,385.67,389.67,383.83,411.67,-,-,
蓮子(脫殼)(元/公斤),2012年,11,10.55,9.98,8.82,10.33,9.15,9.17,10.35,10.03,10.73,11.42,11.19,
紅甘蔗(元/公斤),2012年,220.88,224.58,222.50,220.17,219,219.78,227.17,223.22,213.38,215.17,219.15,208.74,
芝麻(黑省產)(元/公斤),2012年,7.81,8.15,8.02,8.74,7.60,6.75,7.99,8.40,5.78,5.86,5.67,6.44,
文心蘭(元/支),2012年,3.38,4.45,4.85,5.29,5.63,4.67,5,6.33,5.63,5.63,6.62,8.10,
菊花(大菊)(元/支),2012年,6.16,9.10,6.20,2.36,3.49,3.15,3.30,3.62,3.84,4.88,3.93,4.99,
玫瑰(黛安娜)(元/支),2012年,11.95,11.20,10.67,8.89,7.15,7.82,9.40,10.20,9.41,9.68,9.78,9.64,
火鶴(紅)(元/支),2012年,4.97,2.80,2.37,2.09,2.43,2.97,4.54,4.78,4.64,5.20,3.31,4.77,
非洲菊(元/支),2012年,57.75,62.83,51.83,33.03,57.04,42.80,61.97,59.37,63.50,78,68.47,59.42,
滿天星(元/ 把),2012年,82.50,65.33,63.33,42,22.67,39.67,51,63,36.67,46.67,43.33,67.67,
卡斯比亞(元/把),2012年,-,-,-,3.78,4.52,2.35,3.50,4.60,5.17,5.55,4.50,-,
香石竹(康乃馨)大輪(元/支),2012年,3.23,4.09,3.72,2.65,3.47,2,2.53,3.95,4.53,5.03,4.05,3.97,
香石竹(康乃馨)中康(元/支),2012年,12,11,9.33,7,7.33,8,7,8.33,6.67,9.67,7.17,10.50,
天堂鳥(元/支),2012年,4.50,6.33,6.83,6.33,4.50,3.83,3.67,4.83,3.67,5.83,4.67,5.83,
夜來香(元/支),2012年,4.75,8.80,7.05,4.70,4.58,4.45,5.55,6.99,5.43,6.79,4.64,5.37,
唐菖蒲(劍蘭)(元/支),2012年,-,-,-,-,-,30.39,31.73,29.81,35.40,33.86,25.69,29.77,
葵百合(紅)(元/支),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
姬百合(橙)(元/支),2012年,23.34,40.20,35.12,25.17,22.33,28.62,29.53,34.14,33.83,37.52,31.21,29.84,
香水百合(白)(元/支),2012年,20.03,24.47,21.85,27.15,22,22,23.67,24,24,24,23.33,24.33,
香水百合(黃)(元/支),2012年,-,-,-,-,-,-,-,-,-,-,-,-,
聖誕紅(元/盆),2011年,4.06,3.25,3.14,3.92,6.10,5.68,3.21,7.48,7.55,9.41,6.61,15.82,
蘿蔔(元/公斤),2011年,9.77,7.72,6.96,7.06,7.58,7.73,11.73,12.17,12.77,13.27,13.17,17,
胡蘿蔔(元/公斤),2011年,15,-,10.73,10.79,-,-,-,-,-,-,-,-,
牛蒡(元/公斤),2011年,33.67,-,-,-,53.32,55.81,41.48,33.33,31.67,35.37,35,20,
生薑(嫩薑)(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
生薑(老薑粉薑)(元/公斤),2011年,23.67,22.02,22.33,25,28.67,30,20,25.24,31.17,29.42,30.98,31.73,
芋頭(元/公斤),2011年,-,-,-,86.86,97.33,69.60,59.53,49.95,40.95,38.83,40,-,
綠竹筍(元/公斤),2011年,-,-,-,25.67,21,21.33,16,16,16,17.67,-,-,
烏殼;綠竹筍(元/公斤),2011年,60,72.50,60,40,25,28.08,20.48,20.53,19.73,20.51,34.33,50,
麻竹筍(元/公斤),2011年,-,-,30,25.67,17.67,11,-,-,-,-,-,-,
桂竹筍(生筍)(元/公斤 ),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
轎篙筍(元/公斤),2011年,-,-,-,-,67,69.33,70.83,73.17,68.33,62.67,63.33,-,
白蘆筍(元/公斤),2011年,-,-,80.56,80.14,76.13,77.66,73.44,76.94,79.67,80.55,77.50,-,
綠蘆筍(元/公斤),2011年,-,-,67.50,50,38.33,40.67,53.33,41,37.33,37.67,47.67,-,
茭白筍(帶殼)(元/公斤),2011年,8.17,7,7.17,-,-,-,-,-,-,-,-,-,
大芥菜(鮮食)(元/公斤),2011年,13.90,12.54,11.69,11.56,10.83,11.73,12.47,12.33,12.57,11.50,13.40,15.22,
馬鈴薯(食用)(元/公斤),2011年,20.94,18.79,18.31,18.61,19.33,20.73,26.31,35.81,40.12,39.32,39.80,42.02,
青蔥(元/公斤),2011年,13.93,14.60,13.22,13.24,11.18,14,14,-,-,-,-,15.53,
洋蔥(內銷)(元/公斤),2011年,41.14,30.29,35.53,41.61,40,-,-,-,-,-,-,57.50,
青蒜(元/公斤),2011年,83.30,75.15,45.55,40.58,32.88,26.30,25.04,24.12,24.14,21.68,21.81,23.67,
蒜頭(蒜球)(元/公斤),2011年,19.11,23.33,20.79,20.78,14.72,13.72,14.56,16.11,22.05,27.33,26.33,27.56,
韭菜(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
韭黃(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
蕹菜(空心菜)(元/公斤),2011年,19.94,19.42,21.83,27.11,22.75,-,-,-,-,-,-,-,
芹菜(土芹菜)(元/公斤),2011年,7.39,4.05,3.31,2.85,4.36,7.61,10.02,13.69,16.26,15.72,8.78,21.53,
甘藍(元/公斤),2011年,16.73,6.80,16.22,18.21,20.47,-,-,-,-,-,-,-,
甘藍芽(元/公斤),2011年,15,11.50,11.08,11.42,11,11.28,13.50,13.13,16.25,17.33,25.25,49.08,
小白菜(元/公斤),2011年,13.88,10.25,10.05,11.67,11.83,10.83,13,13.50,13.50,12.83,22.33,46.67,
青江白菜(元/公斤),2011年,6.79,3.36,3.95,4.33,6.96,9.16,9.86,11.17,11.67,13.58,9.07,22.21,
結球白菜(元/ 公斤),2011年,17.67,10.50,13.42,15.78,-,35.48,38.01,76.38,42.37,29.18,33.85,61.67,
菠菜(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
芥藍(元/公斤),2011年,38.67,-,24.33,21.67,17.83,16.70,14.67,14.67,19.33,23,40.67,58.67,
莧菜(元/公斤),2011年,17.83,12,12.67,12.67,12,-,-,-,-,-,-,-,
本島萵苣(元/公斤),2011年,7.17,9,9.89,11.50,10,-,-,-,-,-,-,-,
萵苣(油麥菜)(元/公斤),2011年,28.78,12.42,20.83,22.33,-,-,-,-,45,37.33,31.11,51,
茼萵(元/公斤),2011年,12.82,9.07,10.16,10.21,17.29,24.10,27.22,21.22,26.78,24.78,21.26,42.91,
花椰菜(白)(元/公斤),2011年,14.49,11.21,10.94,12.59,14.12,-,-,-,-,-,-,-,
青花苔(元/公斤),2011年,566.67,570.84,570.56,580.28,581.95,594.45,598.89,599.44,596.67,597.78,583.33,579.45,
金針菜  (乾)(元/公斤),2011年,11.68,15.50,13.38,9.25,9.50,11.08,11.86,12.91,13.92,12.98,18.54,36.54,
胡瓜(黑刺)(元/公斤),2011年,17.04,18.37,19.11,19.83,21.17,19.43,22.12,26.67,24.78,29.87,36.67,51.42,
花胡瓜(元/公斤),2011年,-,-,-,10.03,7.48,-,-,-,-,-,-,-,
冬瓜(元/公斤),2011年,44.33,86.13,62.71,37.90,28.84,20.89,20.20,20.69,26.95,31.86,35.63,55.88,
苦瓜(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
絲瓜(菱角)(元/公斤),2011年,22.65,16.51,17.37,18.47,14.56,14.28,16.98,14.10,16.38,14.78,23.32,35.85,
絲瓜(元/公斤),2011年,11.33,12.34,13.89,11.78,9,-,-,-,-,-,-,-,
扁蒲(元/公斤),2011年,32.07,21.63,19.47,19.47,17.86,22.11,16.05,18.11,21.78,20.43,21.28,32.73,
茄子(元/公斤),2011年,23.69,13.90,16.58,16.18,11.83,14.72,27.60,25.03,27.64,31.64,32.34,30.65,
番茄(黑柿)(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
小蕃茄(聖女)(元/公斤),2011年,25.58,18.66,19.89,20.82,16.82,29.31,24.36,26.23,27.97,29.50,25.34,41.25,
甜椒(青椒)(元/公斤),2011年,-,-,-,14.63,12.90,14.39,15.33,15.33,-,-,13,-,
西瓜(大粒)(元/公斤),2011年,-,-,20.33,14.37,13.31,16.04,13.70,11.45,13.72,15.33,13.50,-,
西瓜(小粒)(元/公斤),2011年,-,-,-,-,17.23,-,-,-,-,-,-,-,
西瓜(無子)(元/公斤),2011年,41.33,39,43.58,42.83,31.38,35.18,28.76,27.52,26.04,31.68,25,27.67,
洋香瓜(元/ 公斤),2011年,-,-,81.67,56.72,32.77,40.11,38,36.28,37.60,35.33,34,-,
香瓜(美濃瓜)(元/公斤),2011年,33.13,62.34,39.45,34.11,38.75,44.25,52.09,57.38,57.26,55.62,48.85,64.97,
敏豆(四季豆)(元/公斤),2011年,35.44,47.50,40.22,27.78,23.78,21.89,19.22,21.25,27.83,37,44.25,60,
豇豆(元/公斤),2011年,63.36,31.64,37.85,56.33,48,-,-,-,-,-,92.67,121.65,
豌豆(元/公斤),2011年,46.17,40.50,37.67,40.33,-,-,-,-,-,-,-,-,
甜豌豆(元/公斤),2011年,24.85,14.70,14.37,14.70,14.60,-,-,-,-,-,-,-,
毛豆(帶莢)(元/公斤),2011年,64.22,50.33,56.55,78.67,41.74,38.74,25.01,20,27.33,53.33,47.78,55.36,
辣椒(元/公斤),2011年,15.19,12.06,11.29,12.21,11.93,11.42,11.33,11.27,13.06,12.16,12.74,14.69,
甜玉米(鮮食)(元/公斤),2011年,78.83,81,-,-,-,-,-,58.33,51.33,55,75,81.33,
蓮藕(元/公斤),2011年,135.62,120.84,99.45,62.78,-,-,-,-,-,-,-,98.33,
草莓(元/公斤),2011年,81.80,81.25,79.58,97.50,100,100,100,93.33,96.67,100,95,84.67,
洋菇(元/公斤),2011年,904.17,902.50,895,901.67,912.50,932.50,964.17,990.83,1010.83,980,970.83,989.17,
香菇(太空包)乾(元/公斤),2011年,66,66.34,63.33,63.33,63.33,66.67,72.22,73.33,76.33,71.11,69.44,68.44,
香菇(太空包)鮮(元/公斤),2011年,50,46,42,45.33,39.33,37.67,42.67,45.33,44.33,43.33,31.83,32.50,
木耳(黑色溼)(元/公斤),2011年,94.67,97,77.67,78.33,74.67,-,-,-,-,-,-,-,
鮑魚菇(元/公斤),2011年,-,-,-,-,-,73.44,74.22,77.67,81.67,81.78,81.33,85,
杏鮑菇(元/公斤),2011年,16.67,17,20.67,22,-,-,-,-,31.33,25.33,20.58,18.17,
葡萄柚(元/公斤),2011年,-,-,69.45,76.05,64.58,55.42,43.67,-,-,-,-,-,
芒果(在來)(元/公斤),2011年,-,-,-,104.21,86.06,66.59,40.21,50.36,-,-,-,-,
芒果(愛文)(元/公斤),2011年,-,-,-,-,50,29.88,22.78,26.97,-,-,-,-,
芒果(金煌)(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
番石榴(泰國)(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
番石榴(世紀)(元/公斤),2011年,35,16.75,26.28,17.96,16.24,29.27,13.71,10.21,13.25,19.91,25.29,25.47,
番石榴(珍珠)(元/公斤),2011年,63.46,55.56,61.71,62.30,45.39,40.47,-,-,-,-,64.64,53.93,
蓮霧(元/公斤),2011年,-,90,115.83,116.75,-,-,-,-,-,-,-,-,
枇杷(元/公斤),2011年,-,-,-,-,-,27.99,20.88,-,-,-,-,-,
荔枝(黑葉)(元/公斤),2011年,-,-,-,-,95,86.01,-,-,-,-,-,-,
荔枝(玉荷)(元/公斤),2011年,-,-,-,-,-,-,70,29.91,20.31,45,-,-,
龍眼(大粒)(元/公斤),2011年,52.90,56.57,65.08,-,-,-,-,-,-,-,47.25,51.33,
棗子(元/公斤),2011年,59.33,59.25,77.25,-,-,-,-,74.55,59,59.56,60.11,52.67,
番荔枝(元/公斤),2011年,27.42,20.19,20.50,26.33,-,-,-,29,20.33,20.28,22.08,20.69,
楊桃(馬來種)(元/公斤),2011年,-,-,-,-,-,64.50,49.22,42,51.56,53.33,64,74.33,
酪梨(元/公斤),2011年,5.17,5.07,5.31,5.55,6,6.56,6.50,5.50,5.42,5.50,5.17,5.25,
椰子(元/公斤),2011年,0.71,1.19,1.30,1.56,2.14,2.74,1.76,1.18,0.93,0.67,0.39,0.44,
檳榔(元/ 粒),2011年,30.93,18.20,21.87,27.92,23.79,14.61,13.59,24.01,18.46,18.39,30.61,17.28,
木瓜(元/公斤),2011年,-,-,-,-,-,69.33,43.17,31.67,20.83,19,20.50,13,
百香果(元/公斤),2011年,24.96,26.90,25.06,29.58,21.30,11.13,8.77,8.88,7.29,8.01,10.94,12.60,
香蕉(內銷)(元/公斤),2011年,-,-,-,-,-,21.06,17.97,15.15,17.50,19.44,17.75,-,
鳳梨(開英)(元/公斤),2011年,16.67,17.50,17.66,16.71,18.51,26.98,23.26,18.98,20.39,21,15.83,17,
鳳梨(17號)(元/公斤),2011年,-,-,-,-,-,90.67,39,33.33,46.80,44.17,49.17,-,
紅龍果(元/公斤),2011年,20.09,17,-,-,-,-,-,-,-,31.93,20.18,17.22,
椪柑(元/公斤),2011年,35.20,34.82,37.10,38.67,-,-,-,-,-,-,-,-,
桶柑(元/公斤),2011年,-,-,-,-,-,-,-,26.23,25.25,-,-,-,
文旦(元/公斤),2011年,9.73,10.92,12.31,12.38,-,-,-,-,-,13.67,11.44,11.68,
柳橙(元/公斤),2011年,46.61,40.92,33.56,32.90,32.48,44.77,28.92,14.28,17.41,23.65,41.57,43.71,
檸檬(元/公斤),2011年,23.17,-,-,-,-,-,-,-,-,-,-,12,
海梨柑(元/公斤),2011年,41.85,42.63,41.33,35.50,-,-,-,-,-,-,-,31,
茂谷柑(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
金柑(元/公斤),2011年,-,-,-,-,19,-,-,-,-,-,-,-,
李(玉李)(元/公斤),2011年,-,-,-,-,25,39,-,-,-,-,-,-,
李(紅肉)(元/公斤),2011年,-,-,-,-,-,47.50,41,-,-,-,-,-,
鶯歌桃(元/公斤),2011年,-,-,-,49.17,47.67,-,-,-,-,-,-,-,
甜桃(元/公斤),2011年,-,-,-,-,-,-,62.22,62.85,-,-,-,-,
水蜜桃(元/公斤),2011年,-,-,-,-,-,-,-,-,-,19.50,16.67,-,
牛心柿(元/公斤),2011年,-,-,-,-,-,-,-,-,-,69.11,61.78,67.33,
甜柿(元/公斤),2011年,-,-,-,-,-,-,-,17.90,17.33,16.37,23,-,
紅柿(軟柿)(元/公斤),2011年,-,-,45.67,41.89,30.75,-,-,-,-,-,-,-,
青梅(手採)(元/公斤),2011年,-,-,-,11.03,9.61,-,-,-,-,-,-,-,
青梅(竿採)(元/公斤),2011年,-,-,-,-,-,-,40,25,9,-,-,-,
橫山梨(元/公斤),2011年,-,-,-,-,-,-,-,40,40.33,40.67,39.74,-,
新世紀梨(元/公斤),2011年,-,-,-,-,-,59.61,41.44,-,-,-,-,-,
豐水梨(元/公斤),2011年,-,-,-,-,-,-,-,-,-,-,-,-,
幸水梨(元/公斤),2011年,-,-,-,-,-,-,40.36,34.18,34.11,29.67,-,-,
新興梨(元/公斤),2011年,55.50,58,81.67,73.67,60,77.89,48.50,44.67,72.67,72.50,63.50,43.73,
巨峰葡萄(元/公斤),2011年,49.76,49.87,50.21,52.04,53.31,52.20,46.15,45.75,42.34,40.90,36.49,36.65,
落花生(帶殼)(元/公斤),2011年,71.45,74.38,76,-,-,-,-,-,-,-,-,58.42,
